customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,owns_car,tenure,Age,Age Group,address,postcode,state,country,property_valuation,recency,frequency,monetary,r_quartile,f_quartile,m_quartile,rfm_score,customer_segment,segment_rank,name,total_sales
2717,Frederic,McGown,Male,31,1981-03-25,Registered Nurse,Health,Mass Customer,No,13.0,37.0,30-39,6994 Hanson Place,2580.0,NSW,Australia,5.0,41,10,4576.02,3,4,4,344,Recent Customer,4,Frederic McGown,10140.5
2718,Vernen,Hakonsen,Male,69,1976-12-12,Software Test Engineer II,Unknown,High Net Worth,Yes,14.0,41.0,40-49,00662 Ludington Court,3228.0,VIC,Australia,9.0,221,6,3484.03,1,2,3,123,Evasive Customer,10,Vernen Hakonsen,6050.71
2719,Alleyn,Clear,Male,69,1988-08-24,Teacher,Telecommunications,Affluent Customer,Yes,6.0,29.0,20-29,62 Linden Drive,4209.0,QLD,Australia,4.0,10,3,1101.08,4,1,1,411,Recent Customer,4,Alleyn Clear,3061.49
2720,Shirline,Yellowlee,Female,0,1983-09-02,Account Coordinator,Retail,High Net Worth,No,10.0,34.0,30-39,831 Daystar Circle,2038.0,NSW,Australia,12.0,148,5,902.0399999999998,1,2,1,121,Evasive Customer,10,Shirline Yellowlee,5273.07
2721,Alf,Farnie,Male,3,1969-02-03,Unknown,Manufacturing,Mass Customer,Yes,17.0,49.0,40-49,1 Forest Junction,2620.0,NSW,Australia,10.0,114,2,1655.4199999999998,1,1,1,111,Lost Customer,11,Alf Farnie,2292.96
2722,Faustine,Peert,Female,1,1987-03-28,Unknown,Health,Mass Customer,No,8.0,31.0,30-39,8 Bobwhite Court,3127.0,VIC,Australia,10.0,73,6,1950.52,2,2,2,222,High Risk Customer,8,Faustine Peert,4806.32
2723,Morganne,Smitham,Female,71,1978-04-20,Associate Professor,Manufacturing,Mass Customer,Yes,18.0,40.0,40-49,8941 Harbort Point,2148.0,NSW,Australia,9.0,40,8,6591.0,3,4,4,344,Recent Customer,4,Morganne Smitham,10565.119999999999
2724,Gerome,Dutteridge,Male,92,1994-01-10,Mechanical Systems Engineer,Financial Services,Mass Customer,No,4.0,24.0,20-29,3 Independence Street,4073.0,QLD,Australia,6.0,142,4,1980.71,1,1,2,112,Evasive Customer,10,Gerome Dutteridge,4604.3
2725,Sibylla,Langmuir,Female,20,1965-06-19,Senior Quality Engineer,Property,Affluent Customer,No,11.0,53.0,50-59,8 Holmberg Street,2444.0,NSW,Australia,7.0,176,4,353.3500000000002,1,1,1,111,Lost Customer,11,Sibylla Langmuir,2094.38
2726,Bradford,Monkton,Male,49,1976-03-18,Administrative Officer,Financial Services,Affluent Customer,No,4.0,42.0,40-49,15776 Thackeray Alley,2261.0,NSW,Australia,7.0,27,10,5318.75,3,4,4,344,Recent Customer,4,Bradford Monkton,10263.47
2727,Kim,Gabbitis,Female,88,1988-07-22,Administrative Officer,Financial Services,High Net Worth,Yes,2.0,29.0,20-29,05 Lerdahl Place,4215.0,QLD,Australia,6.0,49,5,4757.21,2,2,4,224,Losing Customer,7,Kim Gabbitis,8567.85
2728,Imojean,Atyeo,Female,55,1959-03-26,Physical Therapy Assistant,IT,High Net Worth,No,19.0,59.0,50-59,512 Forest Run Center,3188.0,VIC,Australia,11.0,7,8,4054.59,4,4,3,443,Very Loyal,2,Imojean Atyeo,9659.77
2729,Meggi,Shipcott,Female,76,2000-05-10,General Manager,Unknown,Mass Customer,Yes,1.0,18.0,Under 20,304 Moland Street,3810.0,VIC,Australia,5.0,6,6,5280.349999999999,4,2,4,424,Becoming Loyal,3,Meggi Shipcott,8706.47
2730,Taddeo,Karlicek,Male,15,1960-11-27,Senior Financial Analyst,Financial Services,Mass Customer,No,11.0,57.0,50-59,63 International Drive,4165.0,QLD,Australia,7.0,4,7,1604.23,4,3,1,431,Becoming Loyal,3,Taddeo Karlicek,4649.51
2731,Meagan,Ferry,Female,74,2000-05-18,Accounting Assistant III,Retail,Mass Customer,Yes,1.0,18.0,Under 20,04 Schmedeman Court,2196.0,NSW,Australia,10.0,3,4,1513.52,4,1,1,411,Recent Customer,4,Meagan Ferry,2409.89
2732,Clarine,Yushkin,Female,36,1961-03-01,Help Desk Operator,Health,Mass Customer,No,7.0,57.0,50-59,5705 Spaight Place,3067.0,VIC,Australia,9.0,16,10,2833.91,4,4,2,442,Very Loyal,2,Clarine Yushkin,6703.58
2733,Jordanna,Skyme,Female,89,1985-03-07,Analog Circuit Design manager,Manufacturing,Mass Customer,Yes,17.0,33.0,30-39,81254 Buhler Trail,4740.0,QLD,Australia,2.0,28,10,7827.409999999999,3,4,4,344,Recent Customer,4,Jordanna Skyme,13266.619999999999
2734,Hetty,Thormann,Female,35,1957-03-07,Unknown,Manufacturing,High Net Worth,No,10.0,61.0,60-69,27 Fuller Trail,2233.0,NSW,Australia,8.0,55,3,999.03,2,1,1,211,Almost Lost Customer,9,Hetty Thormann,2148.54
2735,Ricoriki,Burree,Male,18,1958-09-06,Associate Professor,Financial Services,High Net Worth,Yes,14.0,59.0,50-59,313 Mifflin Center,4504.0,QLD,Australia,5.0,148,2,836.04,1,1,1,111,Lost Customer,11,Ricoriki Burree,1340.77
2736,Max,Awcock,Male,40,1993-01-18,Accounting Assistant IV,Unknown,Affluent Customer,Yes,9.0,25.0,20-29,18 Logan Alley,2159.0,NSW,Australia,11.0,42,5,2449.81,3,2,2,322,Late Bloomer,6,Max Awcock,4311.28
2737,Andras,Yurocjkin,Male,28,1998-07-20,Unknown,Retail,Mass Customer,Yes,3.0,19.0,Under 20,86 Hansons Parkway,2211.0,NSW,Australia,8.0,5,9,5371.57,4,4,4,444,Platinum Customer,1,Andras Yurocjkin,10510.1
2738,Lurleen,Shoebridge,Female,77,1997-01-06,Research Nurse,Health,Mass Customer,No,5.0,21.0,20-29,8476 Village Green Park,2774.0,NSW,Australia,9.0,59,4,1177.2100000000003,2,1,1,211,Almost Lost Customer,9,Lurleen Shoebridge,4501.1900000000005
2739,Alair,Cullingford,Male,48,1985-07-18,Mechanical Systems Engineer,Health,High Net Worth,Yes,15.0,32.0,30-39,45454 Spenser Center,3149.0,VIC,Australia,12.0,242,2,456.41999999999996,1,1,1,111,Lost Customer,11,Alair Cullingford,743.0500000000001
2740,Godiva,Bulward,Female,61,1963-02-02,Administrative Officer,Financial Services,Affluent Customer,Yes,12.0,55.0,50-59,28820 Monica Circle,2226.0,NSW,Australia,7.0,26,8,4905.530000000001,3,4,4,344,Recent Customer,4,Godiva Bulward,10497.95
2741,Reinwald,Sinkins,Male,6,1999-02-28,Statistician II,Property,High Net Worth,No,4.0,19.0,Under 20,259 Summerview Center,4740.0,QLD,Australia,2.0,19,2,1246.79,3,1,1,311,Late Bloomer,6,Reinwald Sinkins,1825.0700000000002
2742,Osgood,Risby,Male,50,1979-04-14,Actuary,Financial Services,High Net Worth,Yes,15.0,39.0,30-39,82206 Dennis Place,4124.0,QLD,Australia,8.0,95,3,2031.17,1,1,2,112,Evasive Customer,10,Osgood Risby,3741.05
2743,Carr,Muckley,Male,67,1979-05-25,Social Worker,Health,High Net Worth,Yes,20.0,39.0,30-39,5837 Hayes Court,2113.0,NSW,Australia,11.0,46,2,1428.62,2,1,1,211,Almost Lost Customer,9,Carr Muckley,2956.8
2744,Bjorn,Isitt,Male,59,1999-01-25,Senior Financial Analyst,Financial Services,Mass Customer,No,3.0,19.0,Under 20,33297 Hoepker Way,2843.0,NSW,Australia,1.0,125,3,1264.73,1,1,1,111,Lost Customer,11,Bjorn Isitt,3148.36
2745,Moyra,Mount,Female,8,1977-01-06,Chemical Engineer,Manufacturing,Mass Customer,Yes,18.0,41.0,40-49,198 Garrison Pass,2767.0,NSW,Australia,8.0,267,2,2772.0999999999995,1,1,2,112,Evasive Customer,10,Moyra Mount,3322.62
2746,Carmelia,Egle of Germany,Female,97,1953-10-25,Actuary,Financial Services,High Net Worth,Yes,7.0,64.0,60-69,77 Golf Course Junction,3027.0,VIC,Australia,8.0,8,3,2316.34,4,1,2,412,Recent Customer,4,Carmelia Egle of Germany,3056.2200000000003
2747,Anna-diane,Crumpe,Female,5,1955-09-23,Software Test Engineer III,Unknown,Affluent Customer,No,11.0,62.0,60-69,5 Lakewood Gardens Court,2118.0,NSW,Australia,9.0,14,9,6371.150000000001,4,4,4,444,Platinum Customer,1,Anna-diane Crumpe,11417.36
2748,Dolorita,Dufaur,Female,96,1967-08-29,Quality Engineer,Financial Services,Mass Customer,No,4.0,50.0,50-59,4320 Toban Avenue,2260.0,NSW,Australia,11.0,6,4,2059.8299999999995,4,1,2,412,Recent Customer,4,Dolorita Dufaur,3952.7
2749,Cale,Cunningham,Male,3,1979-01-12,Sales Representative,Retail,Mass Customer,No,5.0,39.0,30-39,129 Mallory Junction,2196.0,NSW,Australia,10.0,34,1,327.9799999999999,3,1,1,311,Late Bloomer,6,Cale Cunningham,1061.56
2750,Sybille,Maddison,Female,42,1980-10-18,Unknown,Property,High Net Worth,No,20.0,37.0,30-39,68730 Hermina Place,3130.0,VIC,Australia,10.0,42,11,5964.05,3,4,4,344,Recent Customer,4,Sybille Maddison,12349.36
2751,Cordell,Coxhell,Male,94,1979-07-27,Sales Associate,Retail,High Net Worth,Yes,12.0,38.0,30-39,25 Ronald Regan Point,4035.0,QLD,Australia,7.0,3,8,3819.81,4,4,3,443,Very Loyal,2,Cordell Coxhell,9856.48
2752,Cissiee,Jobern,Female,11,1960-05-10,Sales Representative,Retail,Affluent Customer,Yes,14.0,58.0,50-59,79 Eggendart Trail,3977.0,VIC,Australia,8.0,12,4,3250.7200000000003,4,1,3,413,Recent Customer,4,Cissiee Jobern,5737.59
2753,Bale,Ney,Male,26,1985-02-12,Nuclear Power Engineer,Manufacturing,Mass Customer,Yes,7.0,33.0,30-39,744 Hazelcrest Way,2155.0,NSW,Australia,9.0,67,11,5203.18,2,4,4,244,Losing Customer,7,Bale Ney,9649.8
2754,Waring,Selwyn,Male,17,1963-06-23,Chief Design Engineer,Retail,Mass Customer,No,11.0,55.0,50-59,91973 Boyd Street,2287.0,NSW,Australia,7.0,186,3,3273.01,1,1,3,113,Evasive Customer,10,Waring Selwyn,5568.64
2755,Karen,La Wille,Female,66,1999-07-28,Automation Specialist I,Manufacturing,Mass Customer,Yes,1.0,18.0,Under 20,2241 Pearson Plaza,4503.0,QLD,Australia,6.0,28,13,6606.679999999999,3,4,4,344,Recent Customer,4,Karen La Wille,14088.24
2756,Cymbre,Sloey,Female,11,1969-01-17,Unknown,Entertainment,Mass Customer,No,8.0,49.0,40-49,244 Burrows Center,3088.0,VIC,Australia,9.0,56,4,1610.9700000000003,2,1,1,211,Almost Lost Customer,9,Cymbre Sloey,5196.93
2757,Leodora,Carillo,Female,65,1961-02-18,Unknown,Financial Services,Affluent Customer,No,8.0,57.0,50-59,2992 Scott Hill,3046.0,VIC,Australia,8.0,144,3,3030.83,1,1,3,113,Evasive Customer,10,Leodora Carillo,3501.37
2758,Fabien,Whittlesea,Male,17,1955-05-24,Unknown,Manufacturing,Affluent Customer,No,19.0,63.0,60-69,5565 Park Meadow Trail,2155.0,NSW,Australia,9.0,15,4,670.1500000000001,4,1,1,411,Recent Customer,4,Fabien Whittlesea,4188.4
2759,Melodee,Hendrik,Female,16,2001-11-14,Operator,Health,Affluent Customer,Yes,1.0,16.0,Under 20,68111 Bartillon Court,3995.0,VIC,Australia,3.0,110,5,3775.9,1,2,3,123,Evasive Customer,10,Melodee Hendrik,5619.73
2760,Early,Saggs,Male,55,1976-04-19,Teacher,Property,Mass Customer,No,11.0,42.0,40-49,18 School Alley,4655.0,QLD,Australia,3.0,31,5,1757.19,3,2,1,321,Late Bloomer,6,Early Saggs,5241.94
2761,Agathe,Weafer,Female,78,1961-11-11,Information Systems Manager,Financial Services,Mass Customer,No,19.0,56.0,50-59,8 Anderson Lane,2214.0,NSW,Australia,9.0,7,9,5082.0199999999995,4,4,4,444,Platinum Customer,1,Agathe Weafer,10079.42
2762,Rozamond,Franceschino,Female,34,1992-11-27,Unknown,Manufacturing,Mass Customer,No,9.0,25.0,20-29,2121 Dapin Center,3977.0,VIC,Australia,7.0,16,9,8019.9800000000005,4,4,4,444,Platinum Customer,1,Rozamond Franceschino,13093.9
2763,Dalila,Snawdon,Female,30,1979-03-04,Actuary,Financial Services,Mass Customer,Yes,10.0,39.0,30-39,5772 Ridgeway Place,3066.0,VIC,Australia,10.0,19,9,2910.2,3,4,3,343,Potential Customer,5,Dalila Snawdon,6496.64
2764,Callie,Coltart,Female,12,1955-03-29,Unknown,Financial Services,Mass Customer,Yes,20.0,63.0,60-69,1 Wayridge Park,4301.0,QLD,Australia,1.0,51,4,593.56,2,1,1,211,Almost Lost Customer,9,Callie Coltart,3651.92
2765,Bartholomew,Gowdy,Male,68,1985-04-12,Unknown,IT,Mass Customer,Yes,7.0,33.0,30-39,10369 Sunbrook Way,4051.0,QLD,Australia,8.0,46,6,2995.1800000000003,2,2,3,223,High Risk Customer,8,Bartholomew Gowdy,8522.02
2766,Rozanna,Chartman,Female,93,1989-03-19,Financial Advisor,Financial Services,High Net Worth,Yes,8.0,29.0,20-29,95 Meadow Valley Plaza,2203.0,NSW,Australia,9.0,47,6,6233.3,2,2,4,224,Losing Customer,7,Rozanna Chartman,8740.06
2767,Sybil,Scramage,Female,84,1988-02-22,Desktop Support Technician,Property,High Net Worth,No,22.0,30.0,30-39,14 Pennsylvania Alley,2225.0,NSW,Australia,10.0,48,3,803.97,2,1,1,211,Almost Lost Customer,9,Sybil Scramage,2597.41
2768,Forest,Knowling,Male,86,1995-09-26,Executive Secretary,Manufacturing,Mass Customer,No,3.0,22.0,20-29,9 Cascade Junction,2016.0,NSW,Australia,12.0,23,6,3420.58,3,2,3,323,Potential Customer,5,Forest Knowling,6811.9400000000005
2769,Trevor,Itschakov,Male,31,1978-09-10,Product Engineer,Manufacturing,Affluent Customer,Yes,15.0,39.0,30-39,077 Clemons Road,2203.0,NSW,Australia,11.0,46,6,4177.84,2,2,4,224,Losing Customer,7,Trevor Itschakov,8004.25
2770,Olvan,Loadwick,Male,24,1977-01-30,VP Quality Control,Manufacturing,High Net Worth,Yes,13.0,41.0,40-49,3 Buena Vista Crossing,2444.0,NSW,Australia,6.0,30,9,10028.8,3,4,4,344,Recent Customer,4,Olvan Loadwick,13728.7
2771,Jamie,Gildersleeve,Female,6,1969-10-05,Recruiting Manager,Retail,Affluent Customer,Yes,10.0,48.0,40-49,83007 Bartillon Lane,2830.0,NSW,Australia,4.0,44,5,4754.2,3,2,4,324,Potential Customer,5,Jamie Gildersleeve,8579.48
2772,Reynolds,Vreede,Male,15,1954-10-25,Quality Engineer,Property,Affluent Customer,Yes,13.0,63.0,60-69,542 Hayes Plaza,2750.0,NSW,Australia,9.0,25,5,2446.21,3,2,2,322,Late Bloomer,6,Reynolds Vreede,5138.68
2773,Page,Farthin,Male,69,1976-03-21,Structural Engineer,Manufacturing,Mass Customer,Yes,20.0,42.0,40-49,0 Debs Lane,3204.0,VIC,Australia,7.0,4,4,2293.1299999999997,4,1,2,412,Recent Customer,4,Page Farthin,4179.19
2774,Danella,Chevers,Female,50,1956-07-28,Unknown,Manufacturing,Mass Customer,No,14.0,61.0,60-69,23 Clyde Gallagher Alley,3840.0,VIC,Australia,1.0,84,5,1542.6800000000003,2,2,1,221,High Risk Customer,8,Danella Chevers,4479.04
2775,Dael,Glentz,Female,40,1966-12-02,Account Executive,Manufacturing,Mass Customer,Yes,7.0,51.0,50-59,75642 Kinsman Terrace,4014.0,QLD,Australia,8.0,12,6,1922.1899999999996,4,2,2,422,Becoming Loyal,3,Dael Glentz,6201.93
2776,Tyson,Pearcy,Male,59,1980-08-05,Unknown,Unknown,Mass Customer,No,16.0,37.0,30-39,9 Swallow Way,4115.0,QLD,Australia,7.0,46,4,2295.62,2,1,2,212,High Risk Customer,8,Tyson Pearcy,4205.06
2777,Dita,Darlison,Female,0,1997-02-26,Safety Technician III,Health,Mass Customer,Yes,1.0,21.0,20-29,39 Badeau Court,2572.0,NSW,Australia,8.0,103,6,3307.11,1,2,3,123,Evasive Customer,10,Dita Darlison,6216.71
2778,Micheil,Pockey,Male,50,1978-08-13,Paralegal,Financial Services,Mass Customer,No,12.0,39.0,30-39,0 Summit Trail,2287.0,NSW,Australia,5.0,9,5,3348.4700000000003,4,2,3,423,Becoming Loyal,3,Micheil Pockey,5669.9
2779,Douglas,Wrout,Male,54,1985-02-24,Unknown,Unknown,Affluent Customer,Yes,11.0,33.0,30-39,5108 Springview Circle,2128.0,NSW,Australia,7.0,11,5,3277.5799999999995,4,2,3,423,Becoming Loyal,3,Douglas Wrout,6558.76
2780,Papageno,Beare,Male,77,1985-11-16,Actuary,Financial Services,Affluent Customer,Yes,16.0,32.0,30-39,4362 Morningstar Place,4869.0,QLD,Australia,2.0,2,5,3092.1200000000003,4,2,3,423,Becoming Loyal,3,Papageno Beare,6150.43
2781,Linnea,Jeacop,Female,4,1997-09-01,VP Sales,Financial Services,Affluent Customer,Yes,5.0,20.0,20-29,99 Alpine Lane,3064.0,VIC,Australia,7.0,73,4,1289.3500000000001,2,1,1,211,Almost Lost Customer,9,Linnea Jeacop,4131.86
2782,Gillian,Scrimshire,Female,91,1988-05-11,Tax Accountant,IT,Mass Customer,No,12.0,30.0,30-39,39 Lindbergh Drive,2170.0,NSW,Australia,8.0,170,5,3450.83,1,2,3,123,Evasive Customer,10,Gillian Scrimshire,4995.43
2783,Antonin,Gleaves,Male,14,1978-08-24,Sales Representative,Retail,Affluent Customer,Yes,7.0,39.0,30-39,13392 Emmet Parkway,2171.0,NSW,Australia,9.0,73,11,2757.77,2,4,2,242,Losing Customer,7,Antonin Gleaves,9019.44
2784,Thurston,McKennan,Male,6,1989-08-09,Geological Engineer,Manufacturing,Mass Customer,No,13.0,28.0,20-29,526 Schiller Road,4157.0,QLD,Australia,7.0,74,3,1075.06,2,1,1,211,Almost Lost Customer,9,Thurston McKennan,2423.2200000000003
2785,Gennifer,Baily,Female,9,1981-07-31,Human Resources Manager,Financial Services,Mass Customer,No,8.0,36.0,30-39,677 Golden Leaf Junction,4054.0,QLD,Australia,6.0,45,6,3411.619999999999,2,2,3,223,High Risk Customer,8,Gennifer Baily,9232.95
2786,Hubie,Bottoner,Male,94,1968-01-21,Accountant III,Health,Mass Customer,Yes,11.0,50.0,50-59,59901 Bartelt Terrace,4069.0,QLD,Australia,9.0,3,6,2718.29,4,2,2,422,Becoming Loyal,3,Hubie Bottoner,4372.3
2787,Teressa,Tague,Female,92,1980-09-26,Marketing Assistant,Unknown,Affluent Customer,Yes,6.0,37.0,30-39,3 Cordelia Place,3018.0,VIC,Australia,9.0,37,6,6153.0,3,2,4,324,Potential Customer,5,Teressa Tague,10014.36
2788,Melantha,Pickburn,Female,45,1968-08-06,Social Worker,Health,Affluent Customer,No,4.0,49.0,40-49,282 Esker Crossing,3150.0,VIC,Australia,10.0,44,11,9061.470000000001,3,4,4,344,Recent Customer,4,Melantha Pickburn,17258.940000000002
2789,Violetta,Bucksey,Female,66,1992-11-30,Senior Editor,Financial Services,Affluent Customer,Yes,7.0,25.0,20-29,724 West Park,2112.0,NSW,Australia,11.0,24,2,549.09,3,1,1,311,Late Bloomer,6,Violetta Bucksey,2097.73
2790,Shirleen,Shelsher,Female,16,1977-12-01,Account Representative IV,Retail,High Net Worth,Yes,20.0,40.0,40-49,942 Elmside Street,2763.0,NSW,Australia,8.0,77,3,903.6600000000001,2,1,1,211,Almost Lost Customer,9,Shirleen Shelsher,1799.14
2791,Dew,Lavrinov,Male,72,1988-04-12,Financial Advisor,Financial Services,Mass Customer,No,3.0,30.0,30-39,11 Manufacturers Junction,2170.0,NSW,Australia,8.0,14,7,6578.15,4,3,4,434,Very Loyal,2,Dew Lavrinov,9980.38
2792,Jocelyne,Darben,Female,22,1964-03-02,Web Developer I,Financial Services,Mass Customer,Yes,12.0,54.0,50-59,03 Ohio Lane,3081.0,VIC,Australia,9.0,218,3,1888.83,1,1,2,112,Evasive Customer,10,Jocelyne Darben,4771.39
2793,Mead,Corkell,Male,77,1971-06-16,Research Nurse,Health,Affluent Customer,Yes,14.0,47.0,40-49,19 Del Mar Avenue,3058.0,VIC,Australia,8.0,34,8,4232.85,3,4,4,344,Recent Customer,4,Mead Corkell,10915.33
2794,Megen,Lorenc,Female,41,1975-11-06,Social Worker,Health,Mass Customer,Yes,18.0,42.0,40-49,01209 Southridge Hill,2216.0,NSW,Australia,8.0,5,7,6417.0599999999995,4,3,4,434,Very Loyal,2,Megen Lorenc,7835.25
2795,Shirline,Amar,Female,9,1966-04-11,Research Assistant III,Financial Services,Mass Customer,No,17.0,52.0,50-59,4903 Hoepker Terrace,3500.0,VIC,Australia,3.0,91,3,2617.2200000000003,1,1,2,112,Evasive Customer,10,Shirline Amar,4453.63
2796,Margette,Vidyapin,Female,52,1977-11-01,Web Designer II,Manufacturing,Mass Customer,No,9.0,40.0,40-49,149 Browning Terrace,2343.0,NSW,Australia,2.0,8,7,3816.43,4,3,3,433,Very Loyal,2,Margette Vidyapin,8157.719999999999
2797,Agatha,Vowden,Female,6,1985-09-10,Unknown,IT,Mass Customer,Yes,14.0,32.0,30-39,48948 Little Fleur Alley,3134.0,VIC,Australia,7.0,75,6,1112.73,2,2,1,221,High Risk Customer,8,Agatha Vowden,4583.92
2798,Barclay,Gricks,Male,59,1965-02-19,Recruiter,Argiculture,High Net Worth,Yes,5.0,53.0,50-59,4 Rieder Drive,3064.0,VIC,Australia,5.0,154,5,799.8499999999999,1,2,1,121,Evasive Customer,10,Barclay Gricks,3433.47
2799,Ilysa,Palle,Female,80,1973-11-04,VP Product Management,Unknown,Mass Customer,Yes,18.0,44.0,40-49,7 Sunbrook Terrace,2200.0,NSW,Australia,9.0,29,8,5460.139999999999,3,4,4,344,Recent Customer,4,Ilysa Palle,9916.09
2800,Dominga,Planke,Female,29,1988-01-09,Cost Accountant,Financial Services,Mass Customer,No,2.0,30.0,30-39,28905 Hallows Avenue,2320.0,NSW,Australia,5.0,41,5,352.23,3,2,1,321,Late Bloomer,6,Dominga Planke,1193.9
2801,Danella,Lines,Female,15,1965-01-26,Unknown,Health,Mass Customer,No,10.0,53.0,50-59,9677 Hagan Lane,3212.0,VIC,Australia,3.0,22,4,1399.88,3,1,1,311,Late Bloomer,6,Danella Lines,2768.23
2802,Clem,Fosdick,Female,36,1996-09-22,Programmer Analyst I,Financial Services,Mass Customer,No,3.0,21.0,20-29,07526 Union Lane,3377.0,VIC,Australia,1.0,172,3,456.18,1,1,1,111,Lost Customer,11,Clem Fosdick,1370.06
2803,Ailsun,Hawlgarth,Female,95,1970-09-30,Senior Editor,Retail,Mass Customer,Yes,11.0,47.0,40-49,53245 Mesta Street,3207.0,VIC,Australia,6.0,30,6,2743.41,3,2,2,322,Late Bloomer,6,Ailsun Hawlgarth,6522.64
2804,Jeno,Brimming,Male,61,1964-09-06,Nurse Practicioner,Unknown,Mass Customer,Yes,5.0,53.0,50-59,2 Elka Trail,2770.0,NSW,Australia,8.0,58,7,3495.92,2,3,3,233,Losing Customer,7,Jeno Brimming,6016.75
2805,Laverna,Shiril,Female,0,1992-06-27,Unknown,Manufacturing,High Net Worth,No,4.0,26.0,20-29,4672 Morningstar Circle,2760.0,NSW,Australia,7.0,3,5,4721.49,4,2,4,424,Becoming Loyal,3,Laverna Shiril,5915.9
2806,Thorndike,Glossop,Male,60,1986-05-18,Programmer Analyst II,Manufacturing,Mass Customer,Yes,3.0,32.0,30-39,3140 Hudson Road,3130.0,VIC,Australia,5.0,68,8,3420.13,2,4,3,243,Losing Customer,7,Thorndike Glossop,8667.06
2807,Lynna,Revens,Female,9,1957-06-18,Senior Editor,Manufacturing,Mass Customer,Yes,11.0,61.0,60-69,441 Superior Junction,2320.0,NSW,Australia,6.0,353,1,133.7800000000002,1,1,1,111,Lost Customer,11,Lynna Revens,1216.14
2808,Preston,Tinkham,Male,68,2001-06-29,Actuary,Financial Services,Mass Customer,Yes,1.0,17.0,Under 20,1 Elgar Street,2010.0,NSW,Australia,9.0,6,5,5190.91,4,2,4,424,Becoming Loyal,3,Preston Tinkham,6828.29
2809,Jenilee,Lonsbrough,Female,44,1969-08-11,Statistician IV,Retail,Mass Customer,No,10.0,48.0,40-49,46 Independence Parkway,3065.0,VIC,Australia,12.0,83,3,1182.96,2,1,1,211,Almost Lost Customer,9,Jenilee Lonsbrough,2490.58
2810,Malvin,Burchill,Male,27,1961-08-26,Unknown,Property,Mass Customer,Yes,15.0,56.0,50-59,453 Gina Avenue,3141.0,VIC,Australia,8.0,62,6,1185.7600000000002,2,2,1,221,High Risk Customer,8,Malvin Burchill,3670.1800000000003
2811,Sharia,Allkins,Female,29,1976-11-29,Internal Auditor,Property,Mass Customer,No,22.0,41.0,40-49,32 Banding Center,2141.0,NSW,Australia,9.0,25,5,2448.48,3,2,2,322,Late Bloomer,6,Sharia Allkins,4456.35
2812,Molli,Hagergham,Female,16,2001-04-01,Budget/Accounting Analyst IV,Unknown,High Net Worth,Yes,1.0,17.0,Under 20,5636 Glendale Point,2769.0,NSW,Australia,10.0,87,6,4558.55,1,2,4,124,Almost Lost Customer,9,Molli Hagergham,8956.25
2813,Lillian,Crookall,Female,51,1953-09-10,Chemical Engineer,Manufacturing,Mass Customer,Yes,11.0,64.0,60-69,64 Village Green Pass,2048.0,NSW,Australia,9.0,204,5,3207.8700000000003,1,2,3,123,Evasive Customer,10,Lillian Crookall,6323.22
2814,Mandel,Hellyar,Male,42,1986-01-18,Junior Executive,Property,High Net Worth,Yes,18.0,32.0,30-39,46100 Jay Place,4075.0,QLD,Australia,6.0,13,4,3232.82,4,1,3,413,Recent Customer,4,Mandel Hellyar,4851.34
2815,Emery,Carlett,Male,50,1954-10-30,Unknown,Health,Mass Customer,No,19.0,63.0,60-69,69490 Orin Trail,3029.0,VIC,Australia,5.0,27,9,4895.82,3,4,4,344,Recent Customer,4,Emery Carlett,9217.46
2816,Denys,Dumingos,Female,87,1989-11-25,Administrative Assistant II,Financial Services,Mass Customer,Yes,14.0,28.0,20-29,515 Warrior Pass,4226.0,QLD,Australia,9.0,8,10,5878.469999999999,4,4,4,444,Platinum Customer,1,Denys Dumingos,13562.73
2817,Agata,Inglesent,Female,33,1987-02-28,Senior Financial Analyst,Financial Services,Affluent Customer,Yes,6.0,31.0,30-39,6137 Scoville Center,2120.0,NSW,Australia,10.0,15,3,1616.56,4,1,1,411,Recent Customer,4,Agata Inglesent,4046.6099999999997
2818,Frazier,Streak,Male,82,1956-03-08,Software Test Engineer I,Unknown,Affluent Customer,No,7.0,62.0,60-69,01 Vernon Court,4500.0,QLD,Australia,4.0,99,4,3700.7799999999997,1,1,3,113,Evasive Customer,10,Frazier Streak,5234.29
2819,Clyve,Starmont,Male,63,1977-12-04,Executive Secretary,Manufacturing,Affluent Customer,No,14.0,40.0,40-49,4 American Ash Circle,2211.0,NSW,Australia,10.0,162,4,2500.31,1,1,2,112,Evasive Customer,10,Clyve Starmont,5543.02
2820,Tristam,Gutcher,Male,44,1979-03-01,Engineer I,Manufacturing,Affluent Customer,Yes,16.0,39.0,30-39,68 Roth Crossing,2295.0,NSW,Australia,8.0,58,7,4695.9400000000005,2,3,4,234,Losing Customer,7,Tristam Gutcher,8152.6900000000005
2821,Fairlie,Alasdair,Male,13,1985-01-23,Human Resources Assistant III,Property,Affluent Customer,No,11.0,33.0,30-39,859 Harbort Alley,2099.0,NSW,Australia,11.0,51,5,1471.91,2,2,1,221,High Risk Customer,8,Fairlie Alasdair,4455.08
